FIPS,Location,County,State,mortality_resp,perc_mortality_change_resp,mortality_ast,perc_mortality_change_ast,mortality_lung,perc_mortality_change_lung
48121,"Denton County, Texas",Denton,Texas,61.6,34.42,0.8,-50.47,4.38,78.72
48123,"DeWitt County, Texas",DeWitt,Texas,42.2,43.93,1.23,-48.17,5.3,100.27
48125,"Dickens County, Texas",Dickens,Texas,72.9,73.24,1.2,-47.51,4.85,98.91
48127,"Dimmit County, Texas",Dimmit,Texas,34.8,11.3,0.68,-59.85,5.8,86.21
48129,"Donley County, Texas",Donley,Texas,91.2,145.92,1.3,-35.13,4.4,111.81
48131,"Duval County, Texas",Duval,Texas,41.6,30.25,0.93,-50.44,5.99,93.65
48133,"Eastland County, Texas",Eastland,Texas,90,137.71,1.37,-33.92,4.5,97.89
48135,"Ector County, Texas",Ector,Texas,105,87.87,1.92,-30.54,6.12,78.46
48137,"Edwards County, Texas",Edwards,Texas,41.5,2.25,0.89,-58.65,4.67,86.07
48139,"Ellis County, Texas",Ellis,Texas,62,53.16,1.35,-40.21,6.24,97.05
48141,"El Paso County, Texas",El Paso,Texas,40.3,-12.91,0.93,-63.54,5.48,31.3
48143,"Erath County, Texas",Erath,Texas,62.2,66.88,1.17,-41.53,4.8,103.22
48145,"Falls County, Texas",Falls,Texas,54.7,48.21,1.58,-45.64,5.56,98.62
48147,"Fannin County, Texas",Fannin,Texas,76.1,71.75,1.18,-38.02,4.16,75.94
48149,"Fayette County, Texas",Fayette,Texas,37.9,26.54,1.04,-55.85,3.98,69.81
48151,"Fisher County, Texas",Fisher,Texas,61.6,65.47,1.29,-37.82,5.14,108.18
48153,"Floyd County, Texas",Floyd,Texas,68,110.32,1.21,-35.91,6,137.13
48155,"Foard County, Texas",Foard,Texas,55.6,69.87,1.15,-44.15,3.71,82.31
48157,"Fort Bend County, Texas",Fort Bend,Texas,31.9,-9.28,0.92,-44.87,4.1,67.63
48159,"Franklin County, Texas",Franklin,Texas,57.1,56.84,1.18,-42.33,4.15,72.79
48161,"Freestone County, Texas",Freestone,Texas,72.9,118.57,1.49,-32.43,5.61,105.88
48163,"Frio County, Texas",Frio,Texas,38.2,11.21,0.87,-53.25,5.45,86.75
48165,"Gaines County, Texas",Gaines,Texas,59.7,44.11,1.26,-50.12,4.28,77.13
48167,"Galveston County, Texas",Galveston,Texas,54.5,43.23,1.26,-36.49,6.09,72.09
48169,"Garza County, Texas",Garza,Texas,85.6,95.7,1.3,-43.95,5.33,98.14
48171,"Gillespie County, Texas",Gillespie,Texas,38.3,13.43,0.81,-54.96,5.15,99.1
48173,"Glasscock County, Texas",Glasscock,Texas,51.4,47.25,0.78,-54.22,3.41,75.62
48175,"Goliad County, Texas",Goliad,Texas,41.3,42.13,0.91,-53.98,4.75,85.07
48177,"Gonzales County, Texas",Gonzales,Texas,51.3,37.8,1.39,-51.98,5.26,90.61
48179,"Gray County, Texas",Gray,Texas,109,173.99,1.45,-28.49,4.39,100.9
48181,"Grayson County, Texas",Grayson,Texas,80.7,103.72,1.08,-38.52,4.67,88.19
48183,"Gregg County, Texas",Gregg,Texas,75.7,63.01,1.56,-30.74,5.6,83.87
48185,"Grimes County, Texas",Grimes,Texas,61.9,57.77,1.29,-53.99,4.42,69.54
48187,"Guadalupe County, Texas",Guadalupe,Texas,43.3,12.09,0.92,-54.09,5.02,80.36
48189,"Hale County, Texas",Hale,Texas,71,106.1,1.16,-42.09,5.78,123.02
48191,"Hall County, Texas",Hall,Texas,86.9,134.68,1.29,-40.85,4.66,106.56
48193,"Hamilton County, Texas",Hamilton,Texas,66.3,102.21,0.97,-40.32,4.39,117.76
48195,"Hansford County, Texas",Hansford,Texas,78.6,89.48,1.18,-38.21,4.74,98.01
48197,"Hardeman County, Texas",Hardeman,Texas,63,93.37,1.2,-42.96,3.77,84.71
48199,"Hardin County, Texas",Hardin,Texas,93.6,111.01,1.04,-38.22,5.41,71.15
48201,"Harris County, Texas",Harris,Texas,39.8,-5.6,0.93,-42.48,4.41,50.96
48203,"Harrison County, Texas",Harrison,Texas,74.3,99.34,1.53,-39.90,4.64,76.84
48205,"Hartley County, Texas",Hartley,Texas,61.3,59.46,0.93,-47.67,4.39,96.92
48207,"Haskell County, Texas",Haskell,Texas,59.2,65.74,1.38,-39.19,4.07,92.84
48209,"Hays County, Texas",Hays,Texas,43.7,20.29,0.84,-55.67,6.75,106.12
48211,"Hemphill County, Texas",Hemphill,Texas,78.7,133.98,1.03,-37.26,3.97,102.73
48213,"Henderson County, Texas",Henderson,Texas,76.5,91.75,1.16,-37.82,5.57,90.72
48215,"Hidalgo County, Texas",Hidalgo,Texas,29.3,-22.91,0.59,-61.48,5.04,42.02
48217,"Hill County, Texas",Hill,Texas,72.8,108.01,1.22,-38.46,5.96,116.59
48219,"Hockley County, Texas",Hockley,Texas,73.7,86.89,1.13,-42.82,5.11,103.53
48221,"Hood County, Texas",Hood,Texas,70.9,69.79,1.33,-36.48,5.42,99.12
48223,"Hopkins County, Texas",Hopkins,Texas,64.5,47.28,1.38,-45.79,4.4,69.28
48225,"Houston County, Texas",Houston,Texas,67.3,79.64,1.59,-41.94,5.19,86.92
48227,"Howard County, Texas",Howard,Texas,104,85.55,1.55,-39.15,5.01,85.73
48229,"Hudspeth County, Texas",Hudspeth,Texas,33,-21.69,0.96,-65.82,3.94,29.69
48231,"Hunt County, Texas",Hunt,Texas,68.1,84.94,1.2,-38.00,4.36,84.26
48233,"Hutchinson County, Texas",Hutchinson,Texas,108,134.2,1.27,-35.20,5.59,110.67
48235,"Irion County, Texas",Irion,Texas,59.6,11.8,1.18,-46.74,4.43,83.13
48237,"Jack County, Texas",Jack,Texas,72.6,55.5,1.33,-39.35,4.49,78.39
48239,"Jackson County, Texas",Jackson,Texas,51.5,55.43,1.17,-45.00,5.32,88.52
48241,"Jasper County, Texas",Jasper,Texas,82.9,94.46,1.26,-34.84,4.82,77.69
48243,"Jeff Davis County, Texas",Jeff Davis,Texas,37.5,-3.21,1.01,-63.59,4.16,45.59
48245,"Jefferson County, Texas",Jefferson,Texas,67.4,88.26,1.58,-32.69,4.91,66.7
48247,"Jim Hogg County, Texas",Jim Hogg,Texas,38.3,24.73,0.8,-52.19,6.79,95.07
48249,"Jim Wells County, Texas",Jim Wells,Texas,47.3,46.4,1.16,-41.66,5.07,74.33
48251,"Johnson County, Texas",Johnson,Texas,76.3,83.14,1.29,-29.18,6.07,112.18
48253,"Jones County, Texas",Jones,Texas,68.9,67.2,1.56,-33.62,4.65,91.58
48255,"Karnes County, Texas",Karnes,Texas,53,39.66,1.32,-45.04,5.12,90.81
48257,"Kaufman County, Texas",Kaufman,Texas,77.7,55.66,1.19,-52.14,5.04,72.15
48259,"Kendall County, Texas",Kendall,Texas,46.3,27.13,0.82,-52.49,4.97,95.94
48261,"Kenedy County, Texas",Kenedy,Texas,31,-14.81,0.74,-58.25,4.43,47.37
48263,"Kent County, Texas",Kent,Texas,65.8,63.74,1.1,-43.43,4.56,99.44
48265,"Kerr County, Texas",Kerr,Texas,52.5,16.43,1.14,-45.13,6.24,119.78
48267,"Kimble County, Texas",Kimble,Texas,66.1,41.24,1.19,-44.32,5.69,113.19
48269,"King County, Texas",King,Texas,53,42.96,0.82,-55.86,3.42,71.17
48271,"Kinney County, Texas",Kinney,Texas,37.5,-5.12,0.86,-65.84,5.06,66.64
48273,"Kleberg County, Texas",Kleberg,Texas,43,11.05,1.06,-47.54,5.62,56.32
48275,"Knox County, Texas",Knox,Texas,58.9,68.81,1.33,-42.81,4.49,92.94
48277,"Lamar County, Texas",Lamar,Texas,82.3,107.76,1.94,-23.08,4.15,69.37
48279,"Lamb County, Texas",Lamb,Texas,65.9,84.49,1.28,-44.22,4.91,105.67
48281,"Lampasas County, Texas",Lampasas,Texas,67.9,71.74,1,-43.18,5.2,109.16
48283,"La Salle County, Texas",La Salle,Texas,29.5,-4.69,0.74,-63.09,4.8,67.12
48285,"Lavaca County, Texas",Lavaca,Texas,39,25.21,1.04,-49.88,4.31,70.95
48287,"Lee County, Texas",Lee,Texas,40.4,43.81,1.14,-50.10,4.95,97.52
48289,"Leon County, Texas",Leon,Texas,73.7,92.66,1.31,-48.17,4.97,80.69
48291,"Liberty County, Texas",Liberty,Texas,91.6,73.61,1.19,-40.66,4.1,53.39
48293,"Limestone County, Texas",Limestone,Texas,87,142.37,1.75,-36.53,6.14,107.34
48295,"Lipscomb County, Texas",Lipscomb,Texas,65,87.47,1.06,-47.27,4.14,94.24
48297,"Live Oak County, Texas",Live Oak,Texas,41.9,40.16,0.87,-42.30,4.55,92.91
48299,"Llano County, Texas",Llano,Texas,55.1,30.12,0.98,-47.59,4.63,91.28
48301,"Loving County, Texas",Loving,Texas,92.2,63.75,1.18,-52.20,4.76,78.32
48303,"Lubbock County, Texas",Lubbock,Texas,77.2,73.89,1.32,-44.29,6.07,103.58
48305,"Lynn County, Texas",Lynn,Texas,67.7,66.56,1.24,-47.01,4.79,91.69
48307,"McCulloch County, Texas",McCulloch,Texas,81.6,78.68,1.48,-39.11,5.75,115.31
48309,"McLennan County, Texas",McLennan,Texas,57.3,63.45,1.25,-40.44,6.56,117.3
48311,"McMullen County, Texas",McMullen,Texas,30.9,11.31,0.58,-58.56,4.03,67.12
48313,"Madison County, Texas",Madison,Texas,68.6,85.09,1.39,-40.70,5.11,86.82
48315,"Marion County, Texas",Marion,Texas,97.4,146.21,1.55,-37.27,4.44,77.67
48317,"Martin County, Texas",Martin,Texas,70.6,70.07,1.14,-44.49,4.53,91.73
48319,"Mason County, Texas",Mason,Texas,53,26.16,1.07,-49.12,4.88,89.65
48321,"Matagorda County, Texas",Matagorda,Texas,57.6,41.23,1.59,-30.53,5.05,74.72
48323,"Maverick County, Texas",Maverick,Texas,36,8.84,0.73,-57.56,7.46,123.76
48325,"Medina County, Texas",Medina,Texas,48.6,27.19,0.89,-54.88,5.88,94.08
48327,"Menard County, Texas",Menard,Texas,55,29.49,1.33,-43.16,5.37,109.05
48329,"Midland County, Texas",Midland,Texas,62.4,50.68,0.99,-47.28,4.47,83.2
48331,"Milam County, Texas",Milam,Texas,59.3,87.79,1.32,-37.60,5,114.94
48333,"Mills County, Texas",Mills,Texas,54.9,80.53,1.05,-42.17,4.62,110.04
48335,"Mitchell County, Texas",Mitchell,Texas,93.2,102.46,1.48,-36.24,5.27,106.4
48337,"Montague County, Texas",Montague,Texas,69.5,73.84,1.15,-44.21,4.02,73.08
48339,"Montgomery County, Texas",Montgomery,Texas,61.4,22.82,0.83,-43.78,4.78,63.42
48341,"Moore County, Texas",Moore,Texas,75.1,59.79,1.09,-43.71,4.67,88.99
48343,"Morris County, Texas",Morris,Texas,68.7,87.92,1.42,-31.23,4.59,73.36
48345,"Motley County, Texas",Motley,Texas,71.3,111.99,1.01,-48.15,4.54,120.46
48347,"Nacogdoches County, Texas",Nacogdoches,Texas,73.4,92.13,1.21,-33.52,5.26,108.5
48349,"Navarro County, Texas",Navarro,Texas,66.6,80.11,1.48,-33.84,5.51,90.17
48351,"Newton County, Texas",Newton,Texas,76.8,95.62,1.28,-44.47,4.72,81.5
48353,"Nolan County, Texas",Nolan,Texas,79.1,94.45,1.54,-36.08,5.44,107.68
48355,"Nueces County, Texas",Nueces,Texas,48.6,12.79,1.17,-46.65,5.55,46.11
48357,"Ochiltree County, Texas",Ochiltree,Texas,83.3,92.08,1.19,-42.86,4.56,79.38
48359,"Oldham County, Texas",Oldham,Texas,100,84.86,1.04,-51.13,4.34,79.61
48361,"Orange County, Texas",Orange,Texas,104,131.92,1.32,-32.18,5.39,78.77
48363,"Palo Pinto County, Texas",Palo Pinto,Texas,85.5,65.24,1.43,-39.34,4.28,72.02
48365,"Panola County, Texas",Panola,Texas,80.3,116.51,1.37,-31.97,5.81,107.35
48367,"Parker County, Texas",Parker,Texas,72.6,66.36,1.23,-36.81,5.22,94.07
48369,"Parmer County, Texas",Parmer,Texas,61.3,62.99,0.97,-53.09,4.17,84.63
48371,"Pecos County, Texas",Pecos,Texas,61.1,34.99,1.52,-43.00,5.09,75.27
48373,"Polk County, Texas",Polk,Texas,73.8,85.76,1.34,-38.87,5.45,90.31
48375,"Potter County, Texas",Potter,Texas,113,106.73,1.44,-37.68,5.87,103.93
48377,"Presidio County, Texas",Presidio,Texas,26.9,-29.87,1.04,-70.17,4.56,25.95
48379,"Rains County, Texas",Rains,Texas,62.7,45.72,1,-48.76,4.28,75.92
48381,"Randall County, Texas",Randall,Texas,84.3,102.48,0.91,-43.58,5.82,127.8
48383,"Reagan County, Texas",Reagan,Texas,74.5,54.45,1.26,-42.48,4.91,102.5
48385,"Real County, Texas",Real,Texas,53.3,18.05,0.98,-55.22,5.88,109.7
48387,"Red River County, Texas",Red River,Texas,65.5,82.72,1.5,-39.37,4.05,70.17
48389,"Reeves County, Texas",Reeves,Texas,50.8,18.14,1.35,-54.99,4.77,53.26
48391,"Refugio County, Texas",Refugio,Texas,57.5,48.8,1.27,-43.39,5,76.24
48393,"Roberts County, Texas",Roberts,Texas,87.8,119.48,1.08,-40.80,3.83,81.35
48395,"Robertson County, Texas",Robertson,Texas,64.7,79.59,1.66,-45.87,5.47,85.66
48397,"Rockwall County, Texas",Rockwall,Texas,54.6,22.48,0.84,-48.61,4.5,77.33
48399,"Runnels County, Texas",Runnels,Texas,66.5,59.91,1.72,-38.26,5.18,114.59
48401,"Rusk County, Texas",Rusk,Texas,64.2,69.92,1.39,-37.36,5.18,88.09
48403,"Sabine County, Texas",Sabine,Texas,69.7,91.76,0.95,-50.00,4.26,86
48405,"San Augustine County, Texas",San Augustine,Texas,72.9,107.28,1.4,-40.99,5.1,103.93
48407,"San Jacinto County, Texas",San Jacinto,Texas,73.1,60.89,1.51,-44.14,4.7,71.28
48409,"San Patricio County, Texas",San Patricio,Texas,62,43.78,1.04,-43.99,5.28,68.82
48411,"San Saba County, Texas",San Saba,Texas,57.1,39.11,1.07,-48.74,4.65,92.62
48413,"Schleicher County, Texas",Schleicher,Texas,59,28.07,1.13,-46.82,4.82,103.59
48415,"Scurry County, Texas",Scurry,Texas,71.7,58.6,1.17,-39.97,6.52,114.69
48417,"Shackelford County, Texas",Shackelford,Texas,60,73.54,1.2,-40.93,3.98,93.14
48419,"Shelby County, Texas",Shelby,Texas,71.3,75.1,1.22,-43.16,5,93.37
48421,"Sherman County, Texas",Sherman,Texas,69,58.04,1.1,-46.15,4.79,98.87
48423,"Smith County, Texas",Smith,Texas,58.7,52.46,1.16,-43.98,6.25,102.29
48425,"Somervell County, Texas",Somervell,Texas,71.1,77.98,1.38,-30.82,5.6,110.13
48427,"Starr County, Texas",Starr,Texas,34.1,0.15,0.73,-63.43,5.6,61.22
48429,"Stephens County, Texas",Stephens,Texas,66.5,43.69,1.53,-45.40,4.45,78.01
48431,"Sterling County, Texas",Sterling,Texas,63.7,61.31,1.08,-44.73,4.19,100.16
48433,"Stonewall County, Texas",Stonewall,Texas,67,70.03,1.16,-45.41,4.12,82.92
48435,"Sutton County, Texas",Sutton,Texas,58.7,25.14,1.04,-50.77,6.07,94.87
48437,"Swisher County, Texas",Swisher,Texas,73.1,101.99,1.27,-38.02,5.07,117.65
48439,"Tarrant County, Texas",Tarrant,Texas,57.1,24.03,1.34,-34.35,5.85,82.71
48441,"Taylor County, Texas",Taylor,Texas,63.4,53.59,1.52,-38.40,5.81,108.71
48443,"Terrell County, Texas",Terrell,Texas,65.9,23.59,1.48,-49.07,4.73,66.06
48445,"Terry County, Texas",Terry,Texas,63.5,68.24,1.51,-38.05,4.84,98.8
48447,"Throckmorton County, Texas",Throckmorton,Texas,56.2,55.5,1.13,-46.41,3.56,80.37
48449,"Titus County, Texas",Titus,Texas,68.9,84.66,1.2,-42.22,4.34,68.99
48451,"Tom Green County, Texas",Tom Green,Texas,71.3,28.18,1.36,-41.76,6.48,113.37
48453,"Travis County, Texas",Travis,Texas,38.8,-11.51,0.87,-64.01,6.45,74.79
48455,"Trinity County, Texas",Trinity,Texas,84.8,106.76,1.87,-36.62,5.02,87.99
48457,"Tyler County, Texas",Tyler,Texas,76.7,81.84,1.12,-40.86,4.76,76.66
48459,"Upshur County, Texas",Upshur,Texas,75.7,83.74,1.25,-37.13,4.8,80
48461,"Upton County, Texas",Upton,Texas,74.6,46.51,1.27,-46.53,4.56,72.03
48463,"Uvalde County, Texas",Uvalde,Texas,44.6,13.64,0.92,-55.70,5.67,94.34
48465,"Val Verde County, Texas",Val Verde,Texas,36.1,-1.96,1.03,-60.49,5.15,72.06
48467,"Van Zandt County, Texas",Van Zandt,Texas,77.1,74.33,0.93,-44.53,5.07,89.96
48469,"Victoria County, Texas",Victoria,Texas,48.3,37.16,0.96,-47.30,7.25,91.96
48471,"Walker County, Texas",Walker,Texas,62.2,75.9,1.39,-37.06,5.87,106.65
48473,"Waller County, Texas",Waller,Texas,47.6,19.54,1.17,-57.36,4.77,56.1
48475,"Ward County, Texas",Ward,Texas,85.5,59.61,1.49,-43.57,4.77,59.47
48477,"Washington County, Texas",Washington,Texas,38.9,28.04,1.14,-49.76,3.99,72.8
48479,"Webb County, Texas",Webb,Texas,30.3,-7.22,0.68,-62.64,8,87.58
48481,"Wharton County, Texas",Wharton,Texas,46,35.57,1.43,-38.11,4.06,67.79
48483,"Wheeler County, Texas",Wheeler,Texas,98.6,172.11,1.34,-29.03,4.17,114.21
48485,"Wichita County, Texas",Wichita,Texas,83.5,123.63,1.5,-28.27,5.11,106.87
48487,"Wilbarger County, Texas",Wilbarger,Texas,70.6,117.76,1.35,-34.36,4.63,107.69
48489,"Willacy County, Texas",Willacy,Texas,32.5,-12.65,0.89,-51.06,5.67,58.1
48491,"Williamson County, Texas",Williamson,Texas,43.7,19.01,0.87,-56.81,6.1,107.61
48493,"Wilson County, Texas",Wilson,Texas,50.2,50.38,0.93,-52.35,4.6,88.12
48495,"Winkler County, Texas",Winkler,Texas,107,115.45,1.55,-37.14,5.43,86.31
48497,"Wise County, Texas",Wise,Texas,71,87.91,1.2,-35.41,4.8,95.56
48499,"Wood County, Texas",Wood,Texas,68.2,62.94,1.13,-45.38,5.17,84.17
48501,"Yoakum County, Texas",Yoakum,Texas,73.5,70.65,1.19,-45.38,4.46,87.06
48503,"Young County, Texas",Young,Texas,90.6,90.27,1.74,-34.59,4.48,79.94
48505,"Zapata County, Texas",Zapata,Texas,36.3,4.42,0.73,-63.90,5.92,81.47
48507,"Zavala County, Texas",Zavala,Texas,31.5,-4.15,0.81,-60.08,5.95,83.62
49001,"Beaver County, Utah",Beaver,Utah,64.7,42.25,1.48,-52.64,5.74,110.17
49003,"Box Elder County, Utah",Box Elder,Utah,43.3,16.64,1.28,-49.22,6.29,126.15
49005,"Cache County, Utah",Cache,Utah,30.4,9.34,1.18,-52.43,6.36,127.92
49007,"Carbon County, Utah",Carbon,Utah,72,5.59,1.39,-51.41,5.58,95.52
49009,"Daggett County, Utah",Daggett,Utah,43.7,7.92,0.95,-58.38,3.98,99.43
49011,"Davis County, Utah",Davis,Utah,40,28.2,1.22,-51.06,6.66,141.69
49013,"Duchesne County, Utah",Duchesne,Utah,68.2,9.15,1.54,-52.76,5.82,101.41
49015,"Emery County, Utah",Emery,Utah,73.8,28.52,1.54,-49.21,6.19,102.62
49017,"Garfield County, Utah",Garfield,Utah,51.6,11.62,1.21,-59.22,5.43,94.06
49019,"Grand County, Utah",Grand,Utah,67.9,3.16,1.34,-57.54,6.88,95.23
49021,"Iron County, Utah",Iron,Utah,44.6,11.12,1.6,-50.03,4.81,91.82
49023,"Juab County, Utah",Juab,Utah,60.9,16.9,1.46,-51.31,5.55,100.43
49025,"Kane County, Utah",Kane,Utah,48,17.03,1.12,-60.15,5.01,93.94
49027,"Millard County, Utah",Millard,Utah,50.3,19.27,1.4,-56.99,4.85,86.71
49029,"Morgan County, Utah",Morgan,Utah,34.4,0.75,0.99,-58.12,5.28,98.77
49031,"Piute County, Utah",Piute,Utah,58.3,20.31,1.8,-51.41,6.89,106.64
49033,"Rich County, Utah",Rich,Utah,39.5,4.04,1.03,-57.50,5.93,113.41
49035,"Salt Lake County, Utah",Salt Lake,Utah,49.8,26.45,1.6,-45.98,7.2,143.17
49037,"San Juan County, Utah",San Juan,Utah,42.2,-2.24,1.12,-61.58,8.46,95.6
49039,"Sanpete County, Utah",Sanpete,Utah,46.5,7.69,1.44,-58.15,5.79,93.3
49041,"Sevier County, Utah",Sevier,Utah,53.1,31.46,1.59,-51.82,6.82,119.93
49043,"Summit County, Utah",Summit,Utah,34,-12.17,0.95,-60.90,4.84,99.08
49045,"Tooele County, Utah",Tooele,Utah,64.1,39.15,1.18,-52.07,5.53,106.61
49047,"Uintah County, Utah",Uintah,Utah,60,7.11,1.25,-56.66,6.1,94.02
49049,"Utah County, Utah",Utah,Utah,34.4,-12.26,1.42,-53.45,6.22,105.89
49051,"Wasatch County, Utah",Wasatch,Utah,45.7,-16.89,1.17,-62.30,5.29,76.82
49053,"Washington County, Utah",Washington,Utah,35.6,1.7,1.32,-59.36,5.62,95.49
49055,"Wayne County, Utah",Wayne,Utah,44,18.63,1.53,-52.64,5.95,125.44
49057,"Weber County, Utah",Weber,Utah,58.2,48.08,1.3,-46.84,8.09,130.18
50001,"Addison County, Vermont",Addison,Vermont,51.1,1.18,0.86,-49.44,5.98,114.52
50003,"Bennington County, Vermont",Bennington,Vermont,72.9,41.59,1.32,-34.67,7.03,141.4
50005,"Caledonia County, Vermont",Caledonia,Vermont,57.3,1.65,1.09,-47.95,7.72,123.05
50007,"Chittenden County, Vermont",Chittenden,Vermont,45.4,-4.47,0.92,-44.44,6.84,112.31
50009,"Essex County, Vermont",Essex,Vermont,68.3,18.34,1.23,-46.79,7.86,123.75
5001,"Arkansas County, Arkansas",Arkansas,Arkansas,76.3,110.56,1.99,-1.35,4.52,92.15
50011,"Franklin County, Vermont",Franklin,Vermont,59.4,9.72,1.07,-40.82,6.27,116.54
50013,"Grand Isle County, Vermont",Grand Isle,Vermont,57.4,12.5,1.11,-39.74,5.82,112.95
50015,"Lamoille County, Vermont",Lamoille,Vermont,58.4,10.01,1.38,-37.66,7.09,132.95
50017,"Orange County, Vermont",Orange,Vermont,53.6,-3.21,1.02,-53.41,7.41,119.73
50019,"Orleans County, Vermont",Orleans,Vermont,68.9,19.85,1.35,-37.15,9.06,151.93
50021,"Rutland County, Vermont",Rutland,Vermont,65.7,59.69,1.11,-39.60,6.45,126.93
50023,"Washington County, Vermont",Washington,Vermont,52.6,10.02,1.18,-42.63,6.19,108.95
50025,"Windham County, Vermont",Windham,Vermont,56.9,24.75,1.15,-47.80,7.37,138.06
50027,"Windsor County, Vermont",Windsor,Vermont,50.1,3.76,1.04,-47.72,6.53,123.18
5003,"Ashley County, Arkansas",Ashley,Arkansas,61.7,47.73,1.37,-27.43,4.81,84.04
5005,"Baxter County, Arkansas",Baxter,Arkansas,66.5,92.84,1.14,-22.31,5.84,113.4
5007,"Benton County, Arkansas",Benton,Arkansas,53.3,47.61,0.78,-46.26,5.05,75.36
5009,"Boone County, Arkansas",Boone,Arkansas,62.6,75.38,1.02,-40.99,4.76,88.8
5011,"Bradley County, Arkansas",Bradley,Arkansas,54.9,66.75,1.86,-27.17,4.93,100.51
5013,"Calhoun County, Arkansas",Calhoun,Arkansas,69,62.82,1.5,-35.42,5.23,85.96
5015,"Carroll County, Arkansas",Carroll,Arkansas,57.9,62.21,1.05,-37.90,4.67,85.76
5017,"Chicot County, Arkansas",Chicot,Arkansas,57.5,60.44,2.05,-30.26,4.86,84.02
5019,"Clark County, Arkansas",Clark,Arkansas,62.4,67.03,1.43,-27.82,5.68,94.66
5021,"Clay County, Arkansas",Clay,Arkansas,72.7,80.84,1.23,-18.19,4.85,93.77
5023,"Cleburne County, Arkansas",Cleburne,Arkansas,70.5,116.87,1.07,-28.15,4.42,94.1
5025,"Cleveland County, Arkansas",Cleveland,Arkansas,72.4,43.79,1.32,-32.05,4.43,77.33
5027,"Columbia County, Arkansas",Columbia,Arkansas,68.1,117.75,2,-23.86,5.64,91.08
5029,"Conway County, Arkansas",Conway,Arkansas,64.4,65.6,1.41,-38.72,5.14,85.58
5031,"Craighead County, Arkansas",Craighead,Arkansas,79.3,97.41,1.14,-15.49,6.55,116.17
5033,"Crawford County, Arkansas",Crawford,Arkansas,78.2,87.6,1.35,-36.10,5.48,83.13
5035,"Crittenden County, Arkansas",Crittenden,Arkansas,80.9,74.31,3.3,2.04 (,5.43,82.51
5037,"Cross County, Arkansas",Cross,Arkansas,94.3,161.55,2.09,-3.47,4.48,89.69
5039,"Dallas County, Arkansas",Dallas,Arkansas,67.5,63.74,2.2,-18.33,5.96,100.22
5041,"Desha County, Arkansas",Desha,Arkansas,50.5,38.82,2,-23.37,4.37,77.83
5043,"Drew County, Arkansas",Drew,Arkansas,61.2,52.3,1.68,-20.27,4.13,85.76
5045,"Faulkner County, Arkansas",Faulkner,Arkansas,67.9,78.02,1.6,-21.21,5.35,98.56
5047,"Franklin County, Arkansas",Franklin,Arkansas,85.9,103.18,1.45,-31.00,4.95,78.04
5049,"Fulton County, Arkansas",Fulton,Arkansas,78.6,108.67,1.02,-31.15,4.65,91.44
5051,"Garland County, Arkansas",Garland,Arkansas,76.9,94.53,1.47,-15.49,5.38,97.28
5053,"Grant County, Arkansas",Grant,Arkansas,78.2,87.27,1.19,-21.07,4.92,99.38
5055,"Greene County, Arkansas",Greene,Arkansas,107,187.76,1.18,-12.62,5.63,116.82
5057,"Hempstead County, Arkansas",Hempstead,Arkansas,57.1,73.39,1.65,-27.49,4.56,74.53
5059,"Hot Spring County, Arkansas",Hot Spring,Arkansas,77.2,84.18,1.35,-26.26,6.23,103.69
5061,"Howard County, Arkansas",Howard,Arkansas,70.8,86.7,1.4,-26.46,4.52,82.44
5063,"Independence County, Arkansas",Independence,Arkansas,70.1,89.31,1.02,-28.12,4.54,88.88
5065,"Izard County, Arkansas",Izard,Arkansas,72.6,113.08,1.12,-21.61,5.24,118.84
5067,"Jackson County, Arkansas",Jackson,Arkansas,91.1,128.87,2.05,-13.27,5.4,100.01
5069,"Jefferson County, Arkansas",Jefferson,Arkansas,57,42.39,2.37,-7.48,5.59,93.62
5071,"Johnson County, Arkansas",Johnson,Arkansas,72.8,66.26,1.45,-31.82,4.13,69.46
5073,"Lafayette County, Arkansas",Lafayette,Arkansas,65.2,84.77,1.75,-35.77,5.45,85.72
5075,"Lawrence County, Arkansas",Lawrence,Arkansas,93.3,137.31,1.49,-17.73,6.02,104.04
5077,"Lee County, Arkansas",Lee,Arkansas,58.3,40.01,2.45,-32.89,3.99,60.25
5079,"Lincoln County, Arkansas",Lincoln,Arkansas,59.4,55.58,1.9,-27.34,4.44,82.69
5081,"Little River County, Arkansas",Little River,Arkansas,72.5,118.56,1.73,-24.78,5,94.52
5083,"Logan County, Arkansas",Logan,Arkansas,70,80.14,1.45,-36.65,4.42,76.47
5085,"Lonoke County, Arkansas",Lonoke,Arkansas,77.3,72.34,1.34,-30.08,5.44,95.52
5087,"Madison County, Arkansas",Madison,Arkansas,69.9,54.76,1.21,-40.44,4.19,66.82
5089,"Marion County, Arkansas",Marion,Arkansas,64.6,109.95,1.04,-25.98,5.21,124.26
5091,"Miller County, Arkansas",Miller,Arkansas,69.2,53.44,2.42,-31.50,5.24,78.55
5093,"Mississippi County, Arkansas",Mississippi,Arkansas,91,88.34,2.19,-8.99,5.18,83.53
5095,"Monroe County, Arkansas",Monroe,Arkansas,60,63.29,2.25,-28.48,3.96,70.66
5097,"Montgomery County, Arkansas",Montgomery,Arkansas,77.6,89.32,1.04,-31.72,4.07,74.68
5099,"Nevada County, Arkansas",Nevada,Arkansas,68.2,76.63,1.87,-28.03,5.14,77.77
