FIPS,Location,County,State,mortality_resp,perc_mortality_change_resp,mortality_ast,perc_mortality_change_ast,mortality_lung,perc_mortality_change_lung
26069,"Iosco County, Michigan",Iosco,Michigan,77.1,94.17,1.74,-39.88,6.38,96.4
26071,"Iron County, Michigan",Iron,Michigan,50.2,25.34,1.08,-57.48,6.17,99.31
26073,"Isabella County, Michigan",Isabella,Michigan,59.7,60.69,0.97,-48.84,7.08,106.03
26075,"Jackson County, Michigan",Jackson,Michigan,68.8,37.96,1.02,-46.38,7.03,111.95
26077,"Kalamazoo County, Michigan",Kalamazoo,Michigan,59,49.45,0.96,-44.32,6.07,96.4
26079,"Kalkaska County, Michigan",Kalkaska,Michigan,64.7,79,0.9,-49.29,5.84,93.46
26081,"Kent County, Michigan",Kent,Michigan,47.4,26.49,0.93,-51.70,6.48,97.47
26083,"Keweenaw County, Michigan",Keweenaw,Michigan,40.9,16.8,0.92,-64.49,5.1,67.31
26085,"Lake County, Michigan",Lake,Michigan,66.2,57.8,1.26,-60.57,5.86,80.72
26087,"Lapeer County, Michigan",Lapeer,Michigan,63.1,43.47,0.98,-42.52,5.88,110.1
26089,"Leelanau County, Michigan",Leelanau,Michigan,40.2,14.42,0.62,-65.20,5.68,80.34
26091,"Lenawee County, Michigan",Lenawee,Michigan,74.6,54.13,1.16,-33.66,8.45,131.86
26093,"Livingston County, Michigan",Livingston,Michigan,51.8,14.69,0.69,-52.61,5.78,99
26095,"Luce County, Michigan",Luce,Michigan,64.9,36.85,1.28,-50.86,8.57,129.7
26097,"Mackinac County, Michigan",Mackinac,Michigan,60.4,30.83,0.9,-60.18,7.45,102.1
26099,"Macomb County, Michigan",Macomb,Michigan,53,50.56,1.02,-37.26,5.68,117.56
26101,"Manistee County, Michigan",Manistee,Michigan,54.1,65.98,0.86,-52.35,6.01,104.45
26103,"Marquette County, Michigan",Marquette,Michigan,58.2,57.98,1.35,-47.23,6.91,113.34
26105,"Mason County, Michigan",Mason,Michigan,65.1,88.42,0.96,-49.61,6.67,102.25
26107,"Mecosta County, Michigan",Mecosta,Michigan,53.5,40.71,0.81,-55.86,5.89,84.65
26109,"Menominee County, Michigan",Menominee,Michigan,47.2,11.47,0.81,-63.18,5.2,77.61
26111,"Midland County, Michigan",Midland,Michigan,55.4,60.01,0.82,-46.04,6.42,107.79
26113,"Missaukee County, Michigan",Missaukee,Michigan,67.8,85,0.88,-49.42,6.45,105.76
26115,"Monroe County, Michigan",Monroe,Michigan,59.9,22.85,0.98,-48.28,5.91,95.51
26117,"Montcalm County, Michigan",Montcalm,Michigan,71.9,55.33,0.92,-49.53,7.3,97.4
26119,"Montmorency County, Michigan",Montmorency,Michigan,77.2,84.98,1.1,-50.27,6.81,105.54
26121,"Muskegon County, Michigan",Muskegon,Michigan,64.3,49.41,1.03,-47.60,8.05,116.23
26123,"Newaygo County, Michigan",Newaygo,Michigan,73.3,87.6,1.2,-41.32,6.71,108.48
26125,"Oakland County, Michigan",Oakland,Michigan,46.3,26.87,0.94,-42.18,5.8,112.99
26127,"Oceana County, Michigan",Oceana,Michigan,59.4,55.64,0.98,-51.39,7,108.87
26129,"Ogemaw County, Michigan",Ogemaw,Michigan,96.3,103.89,1.29,-48.28,6.11,96.4
26131,"Ontonagon County, Michigan",Ontonagon,Michigan,42,25.97,1.11,-53.87,5.57,94.23
26133,"Osceola County, Michigan",Osceola,Michigan,72.8,83.39,0.93,-48.16,7.26,118.78
26135,"Oscoda County, Michigan",Oscoda,Michigan,70.6,82.42,1.1,-46.49,5.92,92.77
26137,"Otsego County, Michigan",Otsego,Michigan,69.1,89.91,0.94,-48.87,6.28,98.9
26139,"Ottawa County, Michigan",Ottawa,Michigan,39.4,32.91,0.84,-44.36,6.34,122.55
26141,"Presque Isle County, Michigan",Presque Isle,Michigan,53.2,57.51,0.87,-53.43,6.78,105.78
26143,"Roscommon County, Michigan",Roscommon,Michigan,79.4,115.34,1.18,-43.91,6.8,110.42
26145,"Saginaw County, Michigan",Saginaw,Michigan,64.5,72.72,1.48,-30.77,6.7,101.54
26147,"Saint Clair County, Michigan",Saint Clair,Michigan,68.9,51.77,1.23,-40.82,6.65,121.25
26149,"Saint Joseph County, Michigan",Saint Joseph,Michigan,66.1,60.81,1.06,-43.04,5.58,91.77
26151,"Sanilac County, Michigan",Sanilac,Michigan,63.7,83.69,1.27,-37.81,6.33,134.12
26153,"Schoolcraft County, Michigan",Schoolcraft,Michigan,60.3,47.83,0.98,-57.14,7.4,115.37
26155,"Shiawassee County, Michigan",Shiawassee,Michigan,68.1,76.27,0.93,-37.32,6.47,108.35
26157,"Tuscola County, Michigan",Tuscola,Michigan,62.4,55.53,1.15,-36.27,6.39,121.16
26159,"Van Buren County, Michigan",Van Buren,Michigan,66.4,55.72,1.03,-45.24,5.66,89.12
26161,"Washtenaw County, Michigan",Washtenaw,Michigan,41.4,3.47,0.96,-54.08,5.98,103.24
26163,"Wayne County, Michigan",Wayne,Michigan,53.4,39.8,1.82,-24.77,5.16,82.74
26165,"Wexford County, Michigan",Wexford,Michigan,74.7,80.65,0.99,-49.27,7.08,111.34
27001,"Aitkin County, Minnesota",Aitkin,Minnesota,43.1,30.19,1.32,-54.93,5.3,101.4
27003,"Anoka County, Minnesota",Anoka,Minnesota,50.2,13.97,1.09,-51.80,5.9,97.2
27005,"Becker County, Minnesota",Becker,Minnesota,52.4,56.75,1.48,-48.84,5.17,91.79
27007,"Beltrami County, Minnesota",Beltrami,Minnesota,64.5,69.3,1.48,-47.77,7.92,127.96
27009,"Benton County, Minnesota",Benton,Minnesota,48.2,32.01,1.04,-55.02,5.48,104.1
27011,"Big Stone County, Minnesota",Big Stone,Minnesota,40,49.93,1.25,-54.10,4.68,95.49
27013,"Blue Earth County, Minnesota",Blue Earth,Minnesota,48.2,68.21,1.21,-46.38,5.21,121.31
27015,"Brown County, Minnesota",Brown,Minnesota,44.6,74.82,1.21,-49.46,4.74,112.62
27017,"Carlton County, Minnesota",Carlton,Minnesota,56.6,55.66,1.49,-47.72,6.37,111.24
27019,"Carver County, Minnesota",Carver,Minnesota,39.5,47.85,0.98,-58.02,4.44,100.56
27021,"Cass County, Minnesota",Cass,Minnesota,54.5,32.76,1.25,-57.30,6.34,101.71
27023,"Chippewa County, Minnesota",Chippewa,Minnesota,51.5,104.81,1.55,-49.08,5.43,135.42
27025,"Chisago County, Minnesota",Chisago,Minnesota,49.4,39.49,0.99,-55.59,5.27,97.72
27027,"Clay County, Minnesota",Clay,Minnesota,46.2,54.62,1.13,-47.49,5.15,101.7
27029,"Clearwater County, Minnesota",Clearwater,Minnesota,58.8,67.72,1.56,-47.42,6.56,111.56
27031,"Cook County, Minnesota",Cook,Minnesota,35.5,2.55,0.97,-59.37,5.54,71.52
27033,"Cottonwood County, Minnesota",Cottonwood,Minnesota,34.3,51.73,1.05,-52.89,4.86,126.79
27035,"Crow Wing County, Minnesota",Crow Wing,Minnesota,49,27.45,1.26,-52.35,6.1,107.26
27037,"Dakota County, Minnesota",Dakota,Minnesota,41.1,9.28,0.99,-50.56,5.42,110.24
27039,"Dodge County, Minnesota",Dodge,Minnesota,49.9,22.14,1.16,-54.90,5.45,97.68
27041,"Douglas County, Minnesota",Douglas,Minnesota,42,47.58,1.2,-53.25,6,100.22
27043,"Faribault County, Minnesota",Faribault,Minnesota,51.9,74.81,1.39,-43.72,4.58,113.02
27045,"Fillmore County, Minnesota",Fillmore,Minnesota,46.2,36.2,1.03,-52.03,6.07,125.87
27047,"Freeborn County, Minnesota",Freeborn,Minnesota,46.9,33.64,1.19,-46.94,6.42,118.7
27049,"Goodhue County, Minnesota",Goodhue,Minnesota,47.8,39.42,1.38,-50.63,5.29,115.87
27051,"Grant County, Minnesota",Grant,Minnesota,44.4,57.04,1.28,-48.65,4.83,99.09
27053,"Hennepin County, Minnesota",Hennepin,Minnesota,45.9,25.17,1.16,-40.60,5.73,97.13
27055,"Houston County, Minnesota",Houston,Minnesota,42.9,32.35,0.91,-55.82,5.71,111.12
27057,"Hubbard County, Minnesota",Hubbard,Minnesota,50.6,46.49,1.44,-50.88,6.43,97.73
27059,"Isanti County, Minnesota",Isanti,Minnesota,50.3,63.74,1.17,-47.89,5.28,115.55
27061,"Itasca County, Minnesota",Itasca,Minnesota,53,49.75,1.64,-43.25,7.16,121.43
27063,"Jackson County, Minnesota",Jackson,Minnesota,46.6,48.12,1,-54.95,5.2,116.13
27065,"Kanabec County, Minnesota",Kanabec,Minnesota,50.7,49.12,1.32,-52.03,4.94,97.18
27067,"Kandiyohi County, Minnesota",Kandiyohi,Minnesota,43,73.89,1.41,-46.27,5.55,125.33
27069,"Kittson County, Minnesota",Kittson,Minnesota,49.1,70.05,1.5,-45.52,4.13,85.42
27071,"Koochiching County, Minnesota",Koochiching,Minnesota,51.4,37.86,1.12,-49.65,5.57,92.33
27073,"Lac qui Parle County, Minnesota",Lac qui Parle,Minnesota,35,55.89,1.21,-53.49,4.82,104.19
27075,"Lake County, Minnesota",Lake,Minnesota,50.2,47.71,1.17,-46.29,5.89,106.24
27077,"Lake of the Woods County, Minnesota",Lake of the Woods,Minnesota,43.2,36.75,1.39,-52.02,5.29,88.09
27079,"Le Sueur County, Minnesota",Le Sueur,Minnesota,37.7,38.59,0.96,-57.18,5.44,108.23
27081,"Lincoln County, Minnesota",Lincoln,Minnesota,45.4,74.03,1.22,-55.26,4.75,129.73
27083,"Lyon County, Minnesota",Lyon,Minnesota,52.4,70.75,1.08,-51.39,5.19,133.73
27085,"McLeod County, Minnesota",McLeod,Minnesota,42.8,65.91,1.51,-48.80,5.39,139.6
27087,"Mahnomen County, Minnesota",Mahnomen,Minnesota,57.8,59.94,1.52,-49.71,7.7,136.31
27089,"Marshall County, Minnesota",Marshall,Minnesota,38.5,38.77,1.09,-57.67,3.91,76.47
27091,"Martin County, Minnesota",Martin,Minnesota,43.1,44.68,1.19,-53.52,5.34,113.48
27093,"Meeker County, Minnesota",Meeker,Minnesota,56.9,87.75,1.45,-48.81,6.34,143.29
27095,"Mille Lacs County, Minnesota",Mille Lacs,Minnesota,62.5,65.9,1.61,-48.57,7.86,137.91
27097,"Morrison County, Minnesota",Morrison,Minnesota,45.9,54.62,1.06,-56.83,4.87,98.04
27099,"Mower County, Minnesota",Mower,Minnesota,45,38.59,1.12,-49.64,5.92,108.25
27101,"Murray County, Minnesota",Murray,Minnesota,47.8,67.63,0.94,-56.80,4.85,121.79
27103,"Nicollet County, Minnesota",Nicollet,Minnesota,41.3,60.36,1.1,-54.55,5.24,106.04
27105,"Nobles County, Minnesota",Nobles,Minnesota,47.3,58.1,1.32,-47.49,4.9,133.91
27107,"Norman County, Minnesota",Norman,Minnesota,47.2,55.15,1.34,-49.70,5.2,107.62
27109,"Olmsted County, Minnesota",Olmsted,Minnesota,41.5,31.06,1.05,-50.43,5.92,128.34
27111,"Otter Tail County, Minnesota",Otter Tail,Minnesota,47.7,58.82,1.2,-52.63,5.36,93.71
27113,"Pennington County, Minnesota",Pennington,Minnesota,53.4,65.61,1.54,-37.61,6.72,123.71
27115,"Pine County, Minnesota",Pine,Minnesota,55.9,42.97,1.27,-49.99,4.87,96.79
27117,"Pipestone County, Minnesota",Pipestone,Minnesota,53.1,59.45,1.14,-54.10,4.79,120.51
27119,"Polk County, Minnesota",Polk,Minnesota,52.5,66.54,1.41,-41.67,5.31,111.52
27121,"Pope County, Minnesota",Pope,Minnesota,43.4,53.76,1.33,-50.81,5.14,104.25
27123,"Ramsey County, Minnesota",Ramsey,Minnesota,50.1,41.11,1.28,-31.75,6.34,151.18
27125,"Red Lake County, Minnesota",Red Lake,Minnesota,39.4,34.66,1.18,-52.01,4.52,87.65
27127,"Redwood County, Minnesota",Redwood,Minnesota,49.4,94.15,1.12,-50.89,4.94,141.02
27129,"Renville County, Minnesota",Renville,Minnesota,47.4,83.63,1.39,-51.43,5.17,131.08
27131,"Rice County, Minnesota",Rice,Minnesota,50.6,35.41,1.28,-51.61,6.89,117.15
27133,"Rock County, Minnesota",Rock,Minnesota,55.5,104.49,1.15,-43.59,4.96,153.45
27135,"Roseau County, Minnesota",Roseau,Minnesota,37.6,20.39,1.21,-58.32,3.81,59.43
27137,"Saint Louis County, Minnesota",Saint Louis,Minnesota,56.6,55.55,1.46,-35.36,6.23,113.05
27139,"Scott County, Minnesota",Scott,Minnesota,44.1,33.97,1.1,-53.56,5.34,107.93
27141,"Sherburne County, Minnesota",Sherburne,Minnesota,50.8,27.1,1.01,-55.97,5.27,97.68
27143,"Sibley County, Minnesota",Sibley,Minnesota,40.6,58.34,1.37,-52.48,4.76,108.16
27145,"Stearns County, Minnesota",Stearns,Minnesota,42.7,46.23,1.09,-52.49,5.5,115.33
27147,"Steele County, Minnesota",Steele,Minnesota,41.8,29.36,1.07,-53.22,5.59,107.45
27149,"Stevens County, Minnesota",Stevens,Minnesota,35.6,36.99,1.21,-54.32,5.71,110.96
27151,"Swift County, Minnesota",Swift,Minnesota,43.2,47.58,1.44,-52.44,4.3,92.16
27153,"Todd County, Minnesota",Todd,Minnesota,47.2,50.55,1.51,-43.65,5.65,112.12
27155,"Traverse County, Minnesota",Traverse,Minnesota,29.5,31.72,0.97,-56.89,4.49,93.53
27157,"Wabasha County, Minnesota",Wabasha,Minnesota,47.3,26.45,1.29,-59.45,6.1,116.28
27159,"Wadena County, Minnesota",Wadena,Minnesota,53.2,59.75,1.59,-52.97,5.64,92.48
27161,"Waseca County, Minnesota",Waseca,Minnesota,40.7,42.96,1.01,-51.55,5.39,121.98
27163,"Washington County, Minnesota",Washington,Minnesota,47,14.84,1.08,-54.65,6.7,113.61
27165,"Watonwan County, Minnesota",Watonwan,Minnesota,41.8,58.29,0.94,-52.61,4.87,112.11
27167,"Wilkin County, Minnesota",Wilkin,Minnesota,54.4,102.46,1.16,-44.14,4.31,97.31
27169,"Winona County, Minnesota",Winona,Minnesota,46.1,44.33,1.27,-49.60,6.25,131.13
27171,"Wright County, Minnesota",Wright,Minnesota,52.1,81.07,1.15,-52.52,5.4,119.08
27173,"Yellow Medicine County, Minnesota",Yellow Medicine,Minnesota,44.5,77.3,1.16,-55.17,4.79,119.95
28001,"Adams County, Mississippi",Adams,Mississippi,68.3,87.95,2.28,-23.56,6.19,103.61
28003,"Alcorn County, Mississippi",Alcorn,Mississippi,86.3,125.12,1.13,-24.35,4.31,93.17
28005,"Amite County, Mississippi",Amite,Mississippi,50.3,43.98,1.36,-48.49,4.84,83.57
28007,"Attala County, Mississippi",Attala,Mississippi,69.6,94.45,2.05,-17.76,4.48,99.41
28009,"Benton County, Mississippi",Benton,Mississippi,53.6,66.72,1.82,-21.48,4.45,110.86
28011,"Bolivar County, Mississippi",Bolivar,Mississippi,67.3,75.44,3.13,-25.81,4.5,76.02
28013,"Calhoun County, Mississippi",Calhoun,Mississippi,68.3,99.19,1.61,-13.10,4.7,109.51
28015,"Carroll County, Mississippi",Carroll,Mississippi,61.3,108.11,1.75,-32.43,3.68,85.06
28017,"Chickasaw County, Mississippi",Chickasaw,Mississippi,69,113.1,1.63,-11.84,4.87,112.31
28019,"Choctaw County, Mississippi",Choctaw,Mississippi,66.4,90.33,2.02,-19.44,4.18,97.01
28021,"Claiborne County, Mississippi",Claiborne,Mississippi,69.4,113.32,3.07,-10.04,6.09,124.61
28023,"Clarke County, Mississippi",Clarke,Mississippi,67.9,107.95,1.77,-15.02,5.93,137.91
28025,"Clay County, Mississippi",Clay,Mississippi,52.2,84.1,2.07,-15.39,5.63,114.55
28027,"Coahoma County, Mississippi",Coahoma,Mississippi,71.7,118.01,3.36,-13.60,4.1,85.32
28029,"Copiah County, Mississippi",Copiah,Mississippi,65.6,91.41,2.59,-12.54,5.39,118.21
28031,"Covington County, Mississippi",Covington,Mississippi,103,162.85,2.09,-15.75,6.11,130.93
28033,"DeSoto County, Mississippi",DeSoto,Mississippi,64.2,34.91,1.21,-26.49,5.43,96.48
28035,"Forrest County, Mississippi",Forrest,Mississippi,83.9,88.18,1.86,-23.03,6.97,122.01
28037,"Franklin County, Mississippi",Franklin,Mississippi,62.2,85.83,1.76,-30.36,5.23,112.41
28039,"George County, Mississippi",George,Mississippi,118,122.48,1.05,-27.51,6.5,121.47
28041,"Greene County, Mississippi",Greene,Mississippi,74.8,61.44,1.15,-33.34,6.38,125.31
28043,"Grenada County, Mississippi",Grenada,Mississippi,74.1,147.41,1.89,-8.64,4.8,113.02
28045,"Hancock County, Mississippi",Hancock,Mississippi,83.4,91.35,0.85,-53.48,4.86,100.11
28047,"Harrison County, Mississippi",Harrison,Mississippi,62.1,31.12,0.91,-52.14,5.17,90.09
28049,"Hinds County, Mississippi",Hinds,Mississippi,51.6,45.66,2.01,2.21 (,5.31,103.59
28051,"Holmes County, Mississippi",Holmes,Mississippi,67.9,104.33,4.12,1.44 (,5.1,107.21
28053,"Humphreys County, Mississippi",Humphreys,Mississippi,53.4,87.22,2.92,-7.57,4.58,94.87
28055,"Issaquena County, Mississippi",Issaquena,Mississippi,54.6,60.09,1.98,-28.40,3.94,81.02
28057,"Itawamba County, Mississippi",Itawamba,Mississippi,100,154.84,1.03,-19.66,5.45,122.37
28059,"Jackson County, Mississippi",Jackson,Mississippi,74,68.9,0.87,-42.77,5.14,108.74
28061,"Jasper County, Mississippi",Jasper,Mississippi,57.5,72.3,1.86,-24.08,5.99,119.98
28063,"Jefferson County, Mississippi",Jefferson,Mississippi,56.1,69.89,3.59,-25.40,5.98,122.5
28065,"Jefferson Davis County, Mississippi",Jefferson Davis,Mississippi,65.2,83.55,2.22,-23.67,5.91,114.57
28067,"Jones County, Mississippi",Jones,Mississippi,70.8,95.32,1.54,-13.23,7.46,141.54
28069,"Kemper County, Mississippi",Kemper,Mississippi,46.4,54.47,2.22,-24.42,4.68,104.96
28071,"Lafayette County, Mississippi",Lafayette,Mississippi,70.9,96.8,1.27,-26.68,5.1,110.47
28073,"Lamar County, Mississippi",Lamar,Mississippi,70.7,73.78,1.08,-31.71,5.94,110.71
28075,"Lauderdale County, Mississippi",Lauderdale,Mississippi,71.8,85.61,1.52,-10.27,5.48,115.67
28077,"Lawrence County, Mississippi",Lawrence,Mississippi,74.8,79.83,1.47,-28.29,5.64,111.82
28079,"Leake County, Mississippi",Leake,Mississippi,83.2,138.19,2.38,-5.64,5.75,128.71
28081,"Lee County, Mississippi",Lee,Mississippi,80.7,92.92,1.27,-14.07,5.92,125.86
28083,"Leflore County, Mississippi",Leflore,Mississippi,76.1,127.6,3.53,8.42 (,4.6,96.97
28085,"Lincoln County, Mississippi",Lincoln,Mississippi,92.5,153.44,1.65,-21.33,5.32,115.22
28087,"Lowndes County, Mississippi",Lowndes,Mississippi,73.4,86.85,1.31,-25.89,6.55,95.58
28089,"Madison County, Mississippi",Madison,Mississippi,73.2,91.4,1.51,-48.06,6.44,97.37
28091,"Marion County, Mississippi",Marion,Mississippi,74.8,95.49,1.58,-26.41,7.27,133.2
28093,"Marshall County, Mississippi",Marshall,Mississippi,76.3,83.33,2.07,-34.44,5.28,86.86
28095,"Monroe County, Mississippi",Monroe,Mississippi,72.3,96.39,1.64,-22.22,4.72,99.85
28097,"Montgomery County, Mississippi",Montgomery,Mississippi,69.6,136.58,2.94,-10.29,4.75,124.3
28099,"Neshoba County, Mississippi",Neshoba,Mississippi,59.8,91.82,1.3,-18.26,5.12,120.25
28101,"Newton County, Mississippi",Newton,Mississippi,75.3,125.82,1.76,-7.09,5.54,126.55
28103,"Noxubee County, Mississippi",Noxubee,Mississippi,52.4,59.63,2.81,-24.18,5.87,115
28105,"Oktibbeha County, Mississippi",Oktibbeha,Mississippi,48,46.71,1.74,-26.79,5.41,106.2
28107,"Panola County, Mississippi",Panola,Mississippi,75.3,84.92,2.21,-27.77,5.09,93.8
28109,"Pearl River County, Mississippi",Pearl River,Mississippi,77.6,92.7,1.07,-43.51,5.29,104.56
28111,"Perry County, Mississippi",Perry,Mississippi,91.2,117.19,1.42,-25.45,5.84,121.27
28113,"Pike County, Mississippi",Pike,Mississippi,79.1,120.16,1.91,-21.43,7.27,142.78
28115,"Pontotoc County, Mississippi",Pontotoc,Mississippi,87.2,118.74,1.18,-20.77,4.81,111.38
28117,"Prentiss County, Mississippi",Prentiss,Mississippi,98.9,129.49,1.35,-22.42,4.69,98.53
28119,"Quitman County, Mississippi",Quitman,Mississippi,66.7,80.24,3.4,-12.02,4.57,88.67
28121,"Rankin County, Mississippi",Rankin,Mississippi,58.9,50.36,1.21,-24.13,4.94,85.99
28123,"Scott County, Mississippi",Scott,Mississippi,64.6,84.12,1.89,-8.54,5.27,116.02
28125,"Sharkey County, Mississippi",Sharkey,Mississippi,69.9,67.17,2.55,-28.97,4.22,60.28
28127,"Simpson County, Mississippi",Simpson,Mississippi,82,89.13,2.06,-12.07,5.45,109
28129,"Smith County, Mississippi",Smith,Mississippi,74.4,79.88,1.55,-22.74,4.78,96.57
28131,"Stone County, Mississippi",Stone,Mississippi,91.7,78.8,1.09,-41.89,6.15,113.05
28133,"Sunflower County, Mississippi",Sunflower,Mississippi,63.5,129.08,3.35,3.35 (,4.01,94.33
28135,"Tallahatchie County, Mississippi",Tallahatchie,Mississippi,61.4,71.3,2.51,-33.11,4.38,71.56
28137,"Tate County, Mississippi",Tate,Mississippi,81.6,85.42,1.53,-38.36,4.92,76.9
28139,"Tippah County, Mississippi",Tippah,Mississippi,86.9,139.03,1.46,-20.12,3.74,97.35
28141,"Tishomingo County, Mississippi",Tishomingo,Mississippi,88.4,88.64,1.08,-30.94,5.08,97.63
28143,"Tunica County, Mississippi",Tunica,Mississippi,66.2,75.78,3.35,-32.39,5.09,90.39
28145,"Union County, Mississippi",Union,Mississippi,76.2,101.56,1.11,-24.08,4.22,96.43
28147,"Walthall County, Mississippi",Walthall,Mississippi,61.4,71.31,1.82,-35.27,6.69,124.46
28149,"Warren County, Mississippi",Warren,Mississippi,73.6,100.8,2.05,-1.47,5.65,104.2
28151,"Washington County, Mississippi",Washington,Mississippi,72.3,106.35,3.22,15.34,4.16,91.54
28153,"Wayne County, Mississippi",Wayne,Mississippi,64.6,86.78,1.68,-20.09,6.61,140.43
28155,"Webster County, Mississippi",Webster,Mississippi,73.4,114.92,1.59,-8.45,4.66,112.21
28157,"Wilkinson County, Mississippi",Wilkinson,Mississippi,67.4,52.22,2.91,-34.89,6.21,96.3
28159,"Winston County, Mississippi",Winston,Mississippi,55.8,75.23,2.29,-16.29,5.09,113
28161,"Yalobusha County, Mississippi",Yalobusha,Mississippi,74.8,101.33,1.61,-22.72,4.48,91.26
28163,"Yazoo County, Mississippi",Yazoo,Mississippi,62,71.28,2.22,-20.23,4.56,85.48
29001,"Adair County, Missouri",Adair,Missouri,76.1,89.47,1.36,-42.85,4.94,78.59
29003,"Andrew County, Missouri",Andrew,Missouri,65.8,73.77,1.14,-40.59,4.9,93.47
29005,"Atchison County, Missouri",Atchison,Missouri,70.8,83.89,1.82,-37.59,4.77,103.61
29007,"Audrain County, Missouri",Audrain,Missouri,95.9,96.01,1.21,-28.59,5.99,113.38
29009,"Barry County, Missouri",Barry,Missouri,63.5,53.21,1.04,-35.45,4.97,87.23
29011,"Barton County, Missouri",Barton,Missouri,57.2,46.72,1.26,-31.93,5.32,93.98
29013,"Bates County, Missouri",Bates,Missouri,70.2,75.72,0.92,-40.58,4.21,70.39
29015,"Benton County, Missouri",Benton,Missouri,78.6,88.16,1.43,-27.11,4.69,86.03
29017,"Bollinger County, Missouri",Bollinger,Missouri,73.4,76.42,1.08,-32.97,4.61,92.49
29019,"Boone County, Missouri",Boone,Missouri,52.7,35.27,1.15,-37.85,6.02,105.65
29021,"Buchanan County, Missouri",Buchanan,Missouri,95.6,88.91,1.35,-30.74,6.74,113.37
29023,"Butler County, Missouri",Butler,Missouri,84.8,73.56,1.24,-29.93,5.16,90.74
29025,"Caldwell County, Missouri",Caldwell,Missouri,75,88.58,1.23,-39.76,5.46,102.66
29027,"Callaway County, Missouri",Callaway,Missouri,71.1,77.28,0.98,-37.23,5.39,88.72
29029,"Camden County, Missouri",Camden,Missouri,57.4,58.89,1.22,-33.59,4.82,95.02
29031,"Cape Girardeau County, Missouri",Cape Girardeau,Missouri,59.7,79.13,1.07,-22.21,5.16,106.97
29033,"Carroll County, Missouri",Carroll,Missouri,58.7,59.59,1.24,-41.98,5.19,89.75
29035,"Carter County, Missouri",Carter,Missouri,100,99.49,1.19,-29.52,4.75,84.67
29037,"Cass County, Missouri",Cass,Missouri,69.1,45.81,0.92,-32.69,5.29,84.1
29039,"Cedar County, Missouri",Cedar,Missouri,69.8,72.69,1.37,-27.10,4.78,96.7
29041,"Chariton County, Missouri",Chariton,Missouri,55.9,43.75,1.04,-46.24,5.11,76.96
29043,"Christian County, Missouri",Christian,Missouri,56.7,18.9,0.86,-42.95,5.09,88.61
29045,"Clark County, Missouri",Clark,Missouri,87.1,112.97,1.13,-40.58,4.46,70.5
29047,"Clay County, Missouri",Clay,Missouri,66.3,22.56,1.2,-25.38,5.8,88.02
29049,"Clinton County, Missouri",Clinton,Missouri,101,124.87,1.27,-26.79,5.55,103.57
29051,"Cole County, Missouri",Cole,Missouri,66.8,83.43,0.96,-33.85,5.66,102.56
29053,"Cooper County, Missouri",Cooper,Missouri,57.8,54.38,1.31,-27.57,5.14,95.82
29055,"Crawford County, Missouri",Crawford,Missouri,57.8,42.43,1.03,-36.41,4.36,81.84
29057,"Dade County, Missouri",Dade,Missouri,67.5,65.44,1.28,-31.88,4.64,91.28
29059,"Dallas County, Missouri",Dallas,Missouri,73.3,68.08,1.19,-33.39,5.2,96.06
29061,"Daviess County, Missouri",Daviess,Missouri,75.3,83.22,1.14,-42.43,5.34,100.81
29063,"DeKalb County, Missouri",DeKalb,Missouri,79.5,94.44,1.34,-31.62,5.41,108.91
29065,"Dent County, Missouri",Dent,Missouri,77.4,83.25,1.17,-30.70,4.09,90.79
29067,"Douglas County, Missouri",Douglas,Missouri,78.7,65.82,1.15,-31.49,4.85,87.92
29069,"Dunklin County, Missouri",Dunklin,Missouri,113,147.34,1.63,-3.85,6,107.57
29071,"Franklin County, Missouri",Franklin,Missouri,65,72.36,0.93,-33.47,5.04,104.54
